text;department;process;document;edition
"AWS ERP > Accounting > Customer Invoices > Shailja Sharma > Validate > The following anomaly is coming :  Traceback (most recent call last):    File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 546, in _handle_exception      return super(JsonRequest, self)._handle_exception(exception)    File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 583, in dispatch      result = self._call_function(**self.params)    File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 319, in _call_function      return checked_call(self.db, *args, **kwargs)    File ""/usr/lib/python2.7/dist-packages/openerp/service/model.py"", line 118, in wrapper      return f(dbname, *args, **kwargs)    File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 316, in checked_call      return self.endpoint(*a, **kw)   File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 812, in __call__      return self.method(*args, **kw)    File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 412, in response_wrap      response = f(*args, **kw)    File ""/usr/lib/python2.7/dist-packages/openerp/addons/web/controllers/main.py"", line 955, in exec_workflow      return request.session.exec_workflow(model, id, signal)    File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 1120, in exec_workflow      r = self.proxy('object').exec_workflow(self.db, self.uid, self.password, model, signal, id)    File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 888, in proxy_method      result = dispatch_rpc(self.service_name, method, args)    File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 115, in dispatch_rpc      result = dispatch(method, params)    File ""/usr/lib/python2.7/dist-packages/openerp/service/model.py"", line 37, in dispatch      res = fn(db, uid, *params)    File ""/usr/lib/python2.7/dist-packages/openerp/service/model.py"", line 118, in wrapper      return f(dbname, *args, **kwargs)    File ""/usr/lib/python2.7/dist-packages/openerp/service/model.py"", line 188, in exec_workflow      return exec_workflow_cr(cr, uid, obj, signal, *args)    File ""/usr/lib/python2.7/dist-packages/openerp/service/model.py"", line 182, in exec_workflow_cr      return execute_cr(cr, uid, obj, 'signal_workflow', [res_id], signal)[res_id]    File ""/usr/lib/python2.7/dist-packages/openerp/service/model.py"", line 164, in execute_cr      return getattr(object, method)(cr, uid, *args, **kw)    File ""/usr/lib/python2.7/dist-packages/openerp/api.py"", line 268, in wrapper      return old_api(self, *args, **kwargs)    File ""/usr/lib/python2.7/dist-packages/openerp/models.py"", line 3575, in signal_workflow      result[res_id] = workflow.trg_validate(uid, self._name, res_id, signal, cr)    File ""/usr/lib/python2.7/dist-packages/openerp/workflow/__init__.py"", line 85, in trg_validate      return WorkflowService.new(cr, uid, res_type, res_id).validate(signal)    File ""/usr/lib/python2.7/dist-packages/openerp/workflow/service.py"", line 91, in validate      res2 = wi.validate(signal)    File ""/usr/lib/python2.7/dist-packages/openerp/workflow/instance.py"", line 80, in validate      wi.process(signal=signal, force_running=force_running, stack=stack)    File ""/usr/lib/python2.7/dist-packages/openerp/workflow/workitem.py"", line 120, in process      ok = self._split_test(activity['split_mode'], signal, stack)    File ""/usr/lib/python2.7/dist-packages/openerp/workflow/workitem.py"", line 248, in _split_test      self._join_test(t[0], t[1], stack)    File ""/usr/lib/python2.7/dist-packages/openerp/workflow/workitem.py"", line 257, in _join_test      WorkflowItem.create(self.session, self.record, activity, inst_id, stack=stack)    File ""/usr/lib/python2.7/dist-packages/openerp/workflow/workitem.py"", line 95, in create      workflow_item.process(stack=stack)    File ""/usr/lib/python2.7/dist-packages/openerp/workflow/workitem.py"", line 116, in process      if not self._execute(activity, stack):    File ""/usr/lib/python2.7/dist-packages/openerp/workflow/workitem.py"", line 162, in _execute      returned_action = self.wkf_expr_execute(activity)    File ""/usr/lib/python2.7/dist-packages/openerp/workflow/workitem.py"", line 313, in wkf_expr_execute      return self.wkf_expr_eval_expr(activity['action'])    File ""/usr/lib/python2.7/dist-packages/openerp/workflow/workitem.py"", line 291, in wkf_expr_eval_expr      result = eval(line, env, nocopy=True)    File ""/usr/lib/python2.7/dist-packages/openerp/tools/safe_eval.py"", line 314, in safe_eval      return eval(c, globals_dict, locals_dict)    File """", line 1, in <module>    File ""/usr/lib/python2.7/dist-packages/openerp/api.py"", line 266, in wrapper      return new_api(self, *args, **kwargs)    File ""/usr/lib/python2.7/dist-packages/openerp/addons/lumpsum_discount/lumpsum_discount.py"", line 392, in action_move_create      iml = inv._get_analytic_lines()    File ""/usr/lib/python2.7/dist-packages/openerp/api.py"", line 266, in wrapper      return new_api(self, *args, **kwargs)    File ""/usr/lib/python2.7/dist-packages/openerp/api.py"", line 592, in new_api      result = method(self._model, cr, uid, self.ids, *args, **old_kwargs)    File ""/usr/lib/python2.7/dist-packages/openerp/addons/account_analytic_plans/account_analytic_plans.py"", line 395, in _get_analytic_lines      ref = self._convert_ref(inv.number)  ValueError: ""'account.invoice' object has no attribute '_convert_ref'"" while evaluating  u'action_move_create()'  This error is coming when we give any value in ""Analytical Distribution"" field. Might be some ad on is missing. Pls. check and fix at earliest.";;;;
[22:02, 7/17/2019] +971 52 827 6039: Mr Christia [22:02, 7/17/2019] +971 52 827 6039: AwS erp is down [22:02, 7/17/2019] C. Rakotondratsima: Ok. [22:03, 7/17/2019] C. Rakotondratsima: Let's [22:03, 7/17/2019] +971 52 827 6039: Pls check [22:10, 7/17/2019] +971 52 827 6039: Are you checking Mr Christian ? [22:13, 7/17/2019] C. Rakotondratsima: Not now, after 1 h. [22:13, 7/17/2019] +971 52 827 6039: Pls make sure it would be live before work starts tomorrow [22:13, 7/17/2019] +971 52 827 6039: It might be due to delivery of SAM [22:17, 7/17/2019] +971 52 827 6039: Tomorrow is busy day so pls make sure everything will work properly [23:01, 7/17/2019] C. Rakotondratsima: Sure. [23:02, 7/17/2019] C. Rakotondratsima: It shall work by 8:00 AM;;;;
"Traceback (most recent call last): File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 546, in _handle_exception return super(JsonRequest, self)._handle_exception(exception) File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 583, in dispatch result = self._call_function(**self.params) File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 319, in _call_function return checked_call(self.db, args, *kwargs) File ""/usr/lib/python2.7/dist-packages/openerp/service/model.py"", line 118, in wrapper return f(dbname, args, *kwargs) File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 316, in checked_call return self.endpoint(*a, **kw) File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 812, in _call_ return self.method(*args, **kw) File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 412, in response_wrap response = f(*args, **kw) File ""/usr/lib/python2.7/dist-packages/openerp/addons/web/controllers/main.py"", line 948, in call_button action = self._call_kw(model, method, args, {}) File ""/usr/lib/python2.7/dist-packages/openerp/addons/web/controllers/main.py"", line 936, in _call_kw return getattr(request.registry.get(model), method)(request.cr, request.uid, args, *kwargs) File ""/usr/lib/python2.7/dist-packages/openerp/api.py"", line 268, in wrapper return old_api(self, args, *kwargs) File ""/usr/lib/python2.7/dist-packages/openerp/api.py"", line 399, in old_api result = method(recs, args, *kwargs) File ""/usr/lib/python2.7/dist-packages/openerp/addons/crm_facebook_leads/models/lead.py"", line 16, in get_forms for form in r['data']: KeyError: 'data'";;;;
Clean the server to avoid disk full,;;;;
-------- Forwarded Message -------- Subject: Daily Morning ERP checking Date: Tue, 13 Aug 2019 21:34:24 +0500 From: Fiaz . To: support , Christian Rakotondratsima CC: Umer Baig Hi, As me n umer baig is off for next 3 days but office is on, so we require monitoring of ERP UP and Running checkup daily morning 9 am and mid day. BR Fiaz  ;;;;
On 8/19/2019 5:04 PM, Rashid . wrote: Dear Samoelinirina, Please install module on Aws platform after getting backup. Mr Fiaz Please Approve this Email. Please install python library for this module. 1. pip install oauth2client 2. pip install google-api-python-client 3. pip install gspread google_integration.zip Best Regards, Muhammad Rashid Mukhtar;;;;
- backup 1 - google_integration installation - success - backup 2 - uncheck_reconcile installation - if fails - restore, the backup 2 so google_integration will be available;;;;
Delivery test of the uncheck_ reconcile module ;;;;
AWS delivery ;;;;
AWS deliveries;;;;
AWS deliveries;;;;
AWS Deliveries;;;;
installattion of the letter_print module and custom_button_reconciliation on AWS;;;;
Delivery invoice product_group-by module and lead_oppoertinuty_custom module in AWS;;;;
---------- Forwarded message --------- De : Rashid . <rashid@samana-group.com> Date: mer. 4 sept. 2019 ? 16:51 Subject: Update and Install module on Aws To: Samoelinirina Andrianomenjanahary <s.andrianomenjanahary@mirogoods.com>, Christian Rakotondratsima <c.rakotondratsima@miroke.com> Cc: Fiaz <fiaz@samana-group.com>, Muhammad Umer Farooq <baig@samana-group.com>   Dear Samoelinirina, Please install sale_amendment module  and upgrade lead_opportunity_custom module on AWS Instance.  Best Regards Muhammad Rashid Mukhtar;;;;
-------- Forwarded message --------- De : Rashid . <rashid@samana-group.com> Date: jeu. 5 sept. 2019 ? 17:40 Subject: Upgrade for AWS To: Samoelinirina Andrianomenjanahary <s.andrianomenjanahary@mirogoods.com>, Christian Rakotondratsima <c.rakotondratsima@miroke.com> Cc: Fiaz <fiaz@samana-group.com>, Muhammad Umer Farooq <baig@samana-group.com>   Dear Samoelinirina, Please upgrade these modules on AWS Instance.  Best Regards Muhammad Rashid Mukhtar;;;;
Install search_by_date module, custom_journal_entry and general_customization module;;;;
Muhammad, 2019-09-14 10:07 AM: Good Morning everyone Muhammad, 2019-09-14 10:07 AM: Christian How are you? Muhammad, 2019-09-14 10:11 AM: Rashid has sent three emails yesterday and Zo has confirmed the delivery on AWS. Can you pls. recheck with him as it seems not delivered on AWS at all Christian, 2019-09-14 10:32 AM: Good morning Mr. Umer. Christian, 2019-09-14 10:32 AM: Sure, let me cross check with him.;;;;
"Survey public link not open .     Error     Traceback (most recent call last):    File ""/usr/lib/python2.7/dist-packages/openerp/addons/website/models/ir_http.py"", line 204, in _handle_exception      response = super(ir_http, self)._handle_exception(exception)    File ""/usr/lib/python2.7/dist-packages/openerp/addons/base/ir/ir_http.py"", line 100, in _handle_exception      return request._handle_exception(exception)    File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 675, in _handle_exception      return super(HttpRequest, self)._handle_exception(exception)    File ""/usr/lib/python2.7/dist-packages/openerp/addons/base/ir/ir_http.py"", line 126, in _dispatch      result = request.dispatch()    File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 693, in dispatch      r = self._call_function(**self.params)    File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 319, in _call_function      return checked_call(self.db, *args, **kwargs)    File ""/usr/lib/python2.7/dist-packages/openerp/service/model.py"", line 118, in wrapper      return f(dbname, *args, **kwargs)    File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 316, in checked_call      return self.endpoint(*a, **kw)    File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 812, in __call__      return self.method(*args, **kw)    File ""/usr/lib/python2.7/dist-packages/openerp/http.py"", line 412, in response_wrap      response = f(*args, **kw)    File ""/usr/lib/python2.7/dist-packages/openerp/addons/point_calculation/controllers/main.py"", line 90, in start_survey      user_input_id = user_input_obj.create(cr, uid, {'survey_id': survey.id, 'test_entry': True}, context=context)    File ""/usr/lib/python2.7/dist-packages/openerp/api.py"", line 268, in wrapper      return old_api(self, *args, **kwargs)    File ""/usr/lib/python2.7/dist-packages/openerp/addons/mail/mail_thread.py"", line 384, in create      self.message_post(cr, uid, thread_id, body=_('%s created') % name, context=context)    File ""/usr/lib/python2.7/dist-packages/openerp/api.py"", line 268, in wrapper      return old_api(self, *args, **kwargs)    File ""/usr/lib/python2.7/dist-packages/openerp/addons/mail/mail_thread.py"", line 1639, in message_post      msg_id = mail_message.create(cr, uid, values, context=context)    File ""/usr/lib/python2.7/dist-packages/openerp/api.py"", line 268, in wrapper      return old_api(self, *args, **kwargs)    File ""/usr/lib/python2.7/dist-packages/openerp/addons/mail/mail_message.py"", line 804, in create      values['email_from'] = self._get_default_from(cr, uid, context=context)    File ""/usr/lib/python2.7/dist-packages/openerp/api.py"", line 268, in wrapper      return old_api(self, *args, **kwargs)    File ""/usr/lib/python2.7/dist-packages/openerp/addons/mail/mail_message.py"", line 177, in _get_default_from      raise osv.except_osv(_('Invalid Action!'), _(""Unable to send email, please configure the sender's email address or alias.""))  except_orm: (u'Invalid Action!', u""Unable to send email, please configure the sender's email address or alias."")";;;;
module delivery lead_opportinuty_custom, custom_journal_entry_detail and general_customization on AWS ;;;;
Install sale_order_invoice_total in AWS;;;;
Prepare a test Platform for the 3 last deliveries: - approval_rule, - hr_advance_loan, - commission,;;;;
Install Html Form Embed and sale Amedement module in AWS;;;;
Install AAA form embed module on AAA International;;;;
system is sending the alerts emails to non-relevant users;;;;
Update jv_history_log module Update payment_purchase_invoice module Update user_auto_attendance_and_logout module;;;;
Install Commission Module and Payment Purchase Invoice module on AWS;;;;
-------- Forwarded Message -------- Subject: Premiers - Commission - Fix the issue on the PDC Date: Thu, 3 Oct 2019 12:01:29 +0300 From: Tefy Rakotonirina To: Christian Rakotondratsima (Google Drive) CC: support@miroke.com Dear Sir, Enclosed with this mail the module commission which avoid the issue on PDC. Best Regards Tefy  ;;;;
Upgrading Payment Purchase Invoice module ans Pdc Receipt Custom module on AWS.;;;;
Install Jv_history_log for AWS;;;;
Install Custom Invoice module on AWS ;;;;
Upgrading hr_employee_custom on AWS ;;;;
"-------- Forwarded Message -------- Subject: Database Filter on AAA International &amp; AWS Date: Thu, 10 Oct 2019 10:20:14 +0500 From: Rashid . To: Christian Rakotondratsima , Samoelinirina Andrianomenjanahary CC: Muhammad Umer Farooq , Fiaz Dear Samoelinirina, Please add database filters on AAA International and AWS config file. Best Regards Muhammad Rashid Mukhtar  ";;;;
